id,normal_1,normal_2,day1_1,day1_2,day2_1,day2_2,day7_1,day7_2,day14_1,day14_2
ENSMUSG00000037686,5.120634820834451,5.0327406171532605,4.506491236085982,4.492381514896103,3.628542182123467,3.932456237400447,3.5306918009772272,3.6852157820955114,3.665305108291547,4.026118572823253
ENSMUSG00000027831,3.8601167275783728,3.7429065997055937,3.5714610623283933,3.4228646162349583,3.8802475160079255,3.6749681159682384,3.8136199917860725,3.8937036935709504,3.9037141053046978,3.392437530471095
ENSMUSG00000039201,0.784913570650276,0.5645967022790761,1.9722582732680258,1.6304152674063497,2.3584390256094543,2.146879755738873,1.4921044708644995,1.0814968860240808,0.894503974567001,1.2086295250659855
ENSMUSG00000031095,8.157862213002437,7.908032964791859,8.103829965549581,8.039705348730532,8.170496841331564,8.208355791262111,8.03836933572061,8.322345260423932,8.095097758721485,8.06473919102497
ENSMUSG00000034931,5.847246596946451,5.741517176422466,5.951774740536863,5.962764872352647,5.969607233574864,5.972364313687355,6.112219946491357,6.004585429651845,5.979015585037895,5.890149846823323
ENSMUSG00000038208,2.1641269012750515,2.1791888554978054,1.9765122386627139,2.3631602590382235,2.414547715788735,2.390030878034039,2.774422966782598,2.714986364050529,2.4682200954309907,2.30140694848942
ENSMUSG00000074582,8.76296068820103,8.651674651383866,8.672872373518548,8.70577710766915,8.630066583636692,8.633038664761479,8.512821303401466,8.531517823735086,8.454316080369447,8.527186505534392
ENSMUSG00000018363,3.6940077732389933,3.6795624124084285,4.138646047438747,3.9480491547599077,3.7999311001789295,3.8967582735559354,3.7512334831727636,3.8692597829002096,3.848431777788551,3.929739744084211
ENSMUSG00000053580,6.4659581120816165,6.536810179727056,6.154345995629294,6.0636632346897645,5.759086360376348,5.737201092505771,5.785013798598245,5.70778994306596,6.165662790373719,6.21796244088689
ENSMUSG00000034621,4.588861953365174,4.641141098376772,4.720485073853576,4.260631440894462,4.857143689959338,4.422961376743146,4.754975684260019,4.904330486860033,4.929816761405108,4.83912355484951
ENSMUSG00000020687,4.319629752262973,4.462622953553748,4.642297473628662,4.6682898931707655,5.047834280974947,4.887595795168502,4.7792434799648875,4.697752402489429,4.743037013068776,4.7383784091218795
ENSMUSG00000042446,2.5312799585428722,2.151552482696846,2.7468475126625247,2.545451337285409,2.851473262965997,2.6686486948677226,3.098289945332874,2.9800827759618094,2.974097743178934,2.8357089185200937
ENSMUSG00000020758,5.115460261851278,5.076337527373984,6.0659585925501185,6.258330446497713,7.102347384721361,6.804588588806472,6.909855839160681,7.064148287202015,6.520930734715468,6.4096970727139615
ENSMUSG00000005045,7.604730879178881,7.673681597992605,7.662324431170506,7.783474746750458,7.618002328816081,7.58753274866353,7.5828918919277,7.6060581924279695,7.504829942283516,7.605416178353186
ENSMUSG00000033295,7.848296707863954,7.861383223534827,7.085161918388495,7.081336896017098,7.295520005054359,7.21824128156168,7.322197809103718,7.16483817765993,7.5092153419765015,7.5105422798332695
ENSMUSG00000044700,5.8576772112760045,5.763935869021614,5.797836919235902,5.734394006540612,5.808664193522367,5.3797417138196755,6.092755683493711,5.785797363334708,5.899498049015301,6.315362366947906
ENSMUSG00000028559,7.335375881436181,7.3956172488521235,7.325245114128822,7.401157586162686,7.065010824932279,7.235569433539124,7.191131018017691,7.238352126630122,7.229867670183918,7.207975456322577
ENSMUSG00000039410,3.1933497264059056,3.249246438703671,2.6516041424461716,2.5709033820658083,2.950090354693144,2.7010414831391167,3.4752318740650257,3.340088020218584,3.6461404725610755,3.4484804362467014
ENSMUSG00000078612,1.7864975960375302,1.750649050426403,2.886820859866953,2.3407731284148388,2.671945001411011,2.9938116741507086,3.398560815938663,2.9000718517008655,2.960999598592218,2.0733676933715794
ENSMUSG00000033253,2.9359836692735652,2.8205711654363785,2.979180461152021,2.8685198316878635,2.997326269319464,2.820148595036683,2.825835566005234,2.799912355708328,2.7667366214067726,2.848325063622674
ENSMUSG00000037600,0.9990435560949285,1.3214102352500483,0.7731071517424514,0.3277267789032724,0.19478624095670558,0.2435676543056802,0.1861497589215746,0.4085350759984154,0.4273345696552137,0.4225704987641444
ENSMUSG00000037270,4.217587065196629,4.415515954598648,3.9975778307872196,4.124596016768771,4.311066337488095,4.090642538481417,3.660338356822594,3.688177753537647,3.678491563851306,4.119686274479535
ENSMUSG00000040711,3.2925668749525103,3.096935209561479,3.3628876987257557,3.4246345577318684,3.967595540892256,3.8700298884348636,4.34020380018944,4.327866908355736,4.149906555938319,4.481896982458669
ENSMUSG00000034255,5.171489366007757,5.263147098600081,5.111431559196703,5.12958636657136,5.046248784562915,5.21599686742164,5.443595966352342,5.47476134492116,5.314657109399005,5.311445635723279
ENSMUSG00000064127,4.950552980920218,4.609382762525091,5.068280711497363,4.909671813723006,5.147920821317963,5.186912448154226,5.080375638667136,5.133273479371513,4.947003687227756,5.000934518290718
ENSMUSG00000040740,3.757031551014838,3.601530994707169,3.4870880329090443,3.46750860694348,3.009958091845724,3.1694058477907796,2.554937350264663,2.8453848993858095,2.8854437608277412,3.2368680997802803
ENSMUSG00000078515,7.701582817486191,7.683791261614075,7.751668622073534,7.855085802424486,7.781608739514508,7.834682882087491,7.760537301669576,7.8164184540459996,7.75194255107191,7.652778446556653
ENSMUSG00000031093,4.830311131300757,4.838875886734846,4.558240681480043,4.575907823568593,4.735627700273951,4.47240552286651,4.391365298485176,4.823910947881855,4.565604737957148,5.325899571430209
ENSMUSG00000079487,4.898968182549052,4.742555052010071,5.123867849747014,4.965512965130279,5.1767431007208025,5.014156191890994,5.227447032779084,5.081930102133842,5.103509736923669,5.142656940284434
ENSMUSG00000040549,8.403583132867476,8.403514926253624,8.439691687051118,8.501228437871973,8.60730998061471,8.613320216464347,8.42285548220362,8.416704766922546,8.356510759912316,8.349567262661383
ENSMUSG00000040506,2.1997254941427307,2.2660679179640666,2.655632475535277,2.4103387622710315,2.3988815481582284,2.2828333075548435,2.058383386081272,2.1719716072694615,2.3906040926999905,2.353357876415368
ENSMUSG00000026933,3.0451827440312798,3.1961825035873948,3.2555807722434635,3.1692066532168757,3.364367443219506,3.443946930788438,3.277425856691553,3.180388742141593,3.078402863782596,3.3041214860764083
ENSMUSG00000037703,5.536315622561061,5.656539418219247,4.9446227075850135,5.086168338337837,4.854109623454244,4.8795665680451545,5.056363811388487,4.995077137006193,5.31769720868346,5.305204323161389
